62.48359801996442,
17.114013614000008,
24.6614387486302,
8.906168944412856,
25.154909913152952,
10.084700664975202,
91.51921095933609,
7.859331979468767,
89.99942414449902,
56.11139686846458,
9.074431601737546,
34.32087322527223,
53.539454410670714,
128,
42.70270661852064,
8.183402559157344,
15.70082985969606,
40.175019037990126,
106,
9.65241210788427,
9.035208246506075,
39.856383676877385,
23.261301868107367,
47.142718566986105,
22.745387401986132,
10.563293367762043,
10.063055061412687,
14.665991642496817,
72.93184452705184,
31.083270526679307,
45.9832416522624,
40.33030312757688,
30.76397354411057,
15.452368355939138,
58.25405690499395,
40.92797355927633,
19.03455741669791,
11.485539661615741,
55.40622741074829,
42.22030878129465,
11.11260738791829,
18.594963587838706,
31.706153115697088,
11.27361391492586,
8.582930980158718,
16.66588028612707,
47.463483756193554,
28.977549716809317,
11.051242631048753,
53.618254483017736,
40.3495483374618,
44.23022725841516,
15.221473856718386,
84,
9.592947395351676,
63.694631881239424,
17.6024586947678,
18.571967450532,
21.939997046347,
18.13680529480903,
73.98742530142616,
20.39131597703558,
41.51772979471535,
60.39792090742872,
19.58510721166441,
41.47354455021557,
18.04360452640435,
84,
91.05504687243423,
84.99331140006186,
106,
13.797264509092741,
8.701663276731768,
11.252586596894874,
106,
88.65801672274709,
10.653820633600343,
9.30074147477396,
84,
19.118217961030883,
50.11458884968453,
84,
22.437931842796754,
7.790781939544763,
22.824573207801052,
106,
8.794652515616706,
59.82274218983025,
10.204873002665977,
45.31445530379462,
113.11422628757266,
52.00564122230607,
84,
40.433749830119254,
8.25901730381712,
56.86269872733395,
51.5629851163484,
11.57715947228851,
44.68127641881488,
9.693365436479532,
77.48533945243145,
13.3649208901706,
10.352986638592554,
18.986244125110304,
9.322942324738367,
11.238371598846145,
20.491218335997722,
9.420444883149598,
11.75313372494334,
48.974069832939044,
62,
8.895442303193029,
28.683957090956444,
75.23589547765945,
62,
32.97231718547123,
19.21765279778211,
82.2099797944069,
15.474423949022768,
18.824763529483377,
48.489958349572724,
21.482697859047093,
23.512749545921487,
106,
8.985197349267066,
37.033153938993536,
9.96771277132595,
84,
12.806426077752128,
39.96929713982159,
84,
106,
39.060117377320836,
63.00801223984819,
10.863575683195789,
42.73478335547732,
44.815192522964786,
17.19981363803314,
15.435344714281296,
49.67208164005859,
68.27486117673064,
33.227627336726336,
54.19417371771267,
11.999998317049123,
107.35453977208854,
13.90030141813874,
7.682336324390748,
19.18399502610421,
42.26156819225615,
9.937035094472604,
15.651590314132022,
61.844488251846315,
81.21567474847649,
47.05390385059288,
40,
10.287427549465097,
47.87851777783601,
17.585623877610537,
61.4280521970661,
72.0106583201896,
85.2137634167934,
20.410752572031544,
54.07171543290396,
8.718977925920457,
101.04433867021478,
56.579149985973444,
13.190975696473844,
84,
84,
43.55064337998702,
60.65732935327749,
49.92879518866846,
18.35272839883933,
73.76542944157625,
53.48882077675016,
80.12528171277583,
52.503686831883066,
9.639856701256365,
75.00771441753452,
39.07226918386901,
84,
15.228196495075462,
84,
27.013241758452796,
51.9028202555775,
16.270300964526754,
10.893679417678086,
44.07327035385903,
82.8921531841575,
48.687616822086255,
44.752039163949476,
89.55899134129531,
36.14344165229117,
55.30252987545307,
15.545126212594102,
46.174476811616586,
46.680220961764206,
18.952484639023965,
41.675388248111695,
7.281598694345305,
8.232913887131009,
106,
82.22774057693546,
63.67672517185521,
87.97800011848446,
66.5641044008722,
89.3675126611422,
42.48629090830245,
8.495398229263694,
24.57029652898023,
31.075277320707006,
17.620947725425808,
25.202386896024706,
47.08026389078039,
7.4766266091378615,
19.920559935173255,
28.027901870104632,
28.758368127347502,
10.352018154672898,
21.38115316434552,
11.007949029021962,
121.10389454209873,
23.912632995620378,
58.297883938537595,
61.69641357496034,
35.95860021057146,
7.37928339146641,
50.70979931355512,
11.407032601771636,
10.515461760001148,
10.036966683185089,
62,
8.12293024418896,
29.962235146484083,
119.52762055993003,
51.19650437340412,
43.185960966230105,
73.09196599067738,
82.08849664699144,
51.75484130029839,
17.850750559877767,
20.854253924605427,
8.138019777395831,
28.008038066667986,
84,
80.84816331734079,
24.118638527278268,
46.30082107136,
10.884944088266895,
71.35134611185508,
29.082604565306514,
31.002129742610368,
20.919492053393675,
14.957565078841565,
52.997469348710354,
7.779639151418227,
84,
128,
10.105199413473809,
8.98271306729219,
9.102324401395474,
84.9815118146698,
40.190679758332585,
7.4312723142810135,
14.550527308616294,
84,
23.08957008386373,
84,
28.328412160273594,
10.966467348658297,
71.22412384688013,
24.327599090261174,
7.088306298961179,
18.75060992709828,
25.090657725865146,
13.40638355400974,
24.872708268934627,
12.210707008928942,
11.86713779472316,
41.16936219768449,
17.7907481791393,
9.007903740861089,
12.543315307960409,
18.3249364335217,
84,
128,
28.15024522206262,
42.11065584612849,
9.775347655324788,
8.73938636385786,
53.071431877893545,
17.202101293660625,
42.1698870329599,
39.493309100375335,
7.756214416251608,
84,
18.775567584711418,
83.44792722984107,
21.998324629011023,
39.47100744992488,
41.09142105877106,
54.73522923157423,
29.49137182162218,
9.567973637153784,
50.615672299748994,
8.49954706892644,
7.275133303161585,
15.71709874007678,
87.79998413132577,
9.43187569677835,
10.133457349337041,
10.592652236835537,
11.836411457092424,
19.363492352570802,
58.51522172954268,
31.415098317824928,
63.29146951367993,
60.837197239651026,
81.37711025722612,
10.105318005197095,
55.02962666647494,
14.321699426563633,
22.578280420807157,
128,
7.816724085632416,
11.005519995673053,
24.508838056316698,
66.15252345636057,
42.77935862741739,
76.50487024361368,
28.302717613143017,
77.87186172741433,
19.71805945953347,
14.243089923985167,
12.162467155542851,
111.52387175960656,
9.055510156235385,
85.09156015098974,
14.315634225524734,
63.71957677007061,
10.679296107500143,
73.62492147090589,
8.415296297502971,
17.537845628081868,
128,
32.58990430403443,
106,
78.74882740271958,
84,
28.230035379462755,
64.89647495353644,
106,
25.89445314276327,
128,
45.615396759170366,
15.074341288304579,
22.167248602000683,
62,
20.947879077194017,
7.758067208649089,
18.627730744688023,
10.902421110553465,
128,
106,
13.565292964277061,
24.28098663393268,
39.038238349380876,
7.362003683085391,
15.752740265875333,
84,
7.667034399892231,
30.37846771102219,
14.136416628605982,
106,
21.023685729449273,
29.595024761563984,
56.80080394581773,
84,
45.20432599612258,
18.20369018086061,
7.763432168237071,
106,
32.64856914663399,
8.40119179041626,
45.78968513709543,
8.245501442848196,
41.582724575128324,
23.140161850308928,
23.577445607644282,
18.705427551848736,
54.62397172411954,
18.335527473013585,
14.978728948659306,
22.177946534712504,
128,
9.402647949578192,
17.884719255894943,
62.6418968020309,
12.747456443950938,
84,
72.33746529110388,
127.3095041991554,
59.17020777252881,
19.520478841411208,
128,
24.15147132963896,
39.9569958565341,
7.306086296811673,
22.763801483514982,
8.525717794753465,
34.34765678456429,
40.937115351599296,
18.42725177464964,
51.53750800078903,
40.99903232193164,
45.56931281274123,
7.957392475358659,
106,
12.226264059511479,
84,
74.20068842280023,
33.84573673243324,
19.750071824877892,
115.64089385657927,
128,
38.51063889455537,
13.413568341218866,
46.88705167686858,
72.46598264188859,
20.84322184370067,
46.51296966603883,
26.765658846401337,
50.77330085837311,
90.72894264614048,
39.367194423200694,
69.64437639344085,
7.133306062938802,
28.34141441888201,
81.71404050513365,
106,
10.703953138653063,
51.277864426538564,
12.087391045444903,
12.461062702145268,
11.103195774407851,
106,
112.94129711584742,
17.686349044068898,
20.940756962395213,
57.84441432697699,
10.364129825294729,
23.167954706368697,
84,
43.75503855164212,
106,
22.654979493310638,
31.996727206184154,
50.90844244438691,
44.5686256354196,
7.404918262103484,
84,
23.501155692177015,
39.51383653296809,
31.64788190494902,
22.562530408074085,
106,
10.48849463014998,
42.383048474993984,
46.31142408324891,
39.19065450754783,
63.55299287364521,
7.476245566032329,
23.235771452472918,
9.333168524434656,
82.72414015322867,
8.187950291451404,
40.39789969399891,
120.19705142880619,
16.663422025337976,
66.46972699192729,
42.483475630306344,
17.701303429554436,
12.318035647181805,
20.153087065960523,
31.130365544895216,
84.27921892045208,
25.649606658611443,
10.488984401080103,
20.116972533026004,
43.71049043248138,
19.31536326130058,
11.681784876276243,
7.0076928950203925,
41.104942678434114,
7.105750241840599,
78.33636966425274,
54.61051503641837,
109.29757733720696,
9.197603848405574,
40.437051777773256,
13.993075703212277,
12.668935726501646,
30.935564723737603,
71.85168651462385,
60.986126250825386,
77.46288444421069,
12.20434856942379,
128,
23.913007767243947,
93.67822955716196,
20.27070280808185,
22.121853699592137,
11.410205351396279,
45.95623949297092,
28.526653519962636,
19.811957067334244,
54.519363349073565,
7.041269615065229,
12.191500678038889,
84,
49.847358972875114,
22.306490126416133,
14.274774106596626,
75.7108971363163,
46.105922744115645,
11.144894982062144,
51.599198964305316,
24.030133306744286,
57.59429308161421,
71.29622895390641,
17.52081430545514,
8.802097344358556,
45.814214462473515,
42.872421886048066,
11.197126173137505,
9.573418026029465,
82.04546827390745,
46.49329458553285,
40.887189318529636,
106,
60.28618239966287,
48.30762665104598,
106,
23.365760407361346,
39.884141649634486,
9.363899515305254,
23.803073224969026,
72.91905358340449,
86.47710416927163,
17.713484631836785,
54.36118009167219,
22.095507474525665,
106,
39.251643611391486,
128,
19.116710076047013,
14.023119430042794,
18.41680042503946,
13.3848549669637,
18.359096636421835,
13.73596066630131,
82.76841974696873,
11.7034430885853,
61.60053389890378,
59.22818457027422,
7.436683000477738,
123.39884482583383,
50.17178840076107,
39.193166281497355,
41.31938742747111,
46.747081262414135,
19.160387708061894,
49.12656780829876,
20.285019675709865,
128,
84,
31.326175692430255,
16.637027477751896,
27.219788989957696,
12.838998216859359,
10.988530515453197,
15.370432841464813,
9.717912828754873,
13.029952619621938,
84,
82.05418005011742,
49.31003150232666,
31.262393694678202,
90.51886404108946,
39.23492004192481,
12.312190229837684,
52.51434788268317,
15.237469012070548,
8.959838653805608,
15.799728650170945,
7.689024936555756,
9.966071521237907,
13.424197217024478,
54.646197472377,
8.468362208660043,
54.33516056684199,
11.659625702299444,
52.126327224350085,
81.48791331607032,
62,
71.41821718275239,
46.46904456304899,
30.53144151385953,
36.18956598838593,
56.89005509990314,
40.63275833113847,
51.52281814937335,
60.06174641924488,
40.009481749505746,
22.089087158633575,
7.281130070653974,
9.68443072816299,
13.107071561274982,
24.634123713944643,
8.263593788369748,
10.480783373592452,
106,
43.22886086892095,
9.32416456393719,
7.888774530826597,
9.865563630553794,
106,
12.463949364576047,
44.54680321536165,
8.49809481187517,
65.23895978555439,
55.02232015150792,
39.23171084224509,
10.286705136605931,
38.391387331949716,
75.99166864689352,
87.58144285456268,
41.7122877299974,
108.04967976155699,
104.19340984618746,
14.85054076084429,
46.149200691244985,
40.772345702076315,
16.947587742957303,
40.3997513871016,
87.70822759136438,
48.44743405768568,
7.481009474723129,
55.77439420924584,
18.060621891565084,
63.992914602654714,
12.514723650596162,
19.994953704437773,
8.974723647579541,
20.75734506308898,
56.104921191773826,
15.518470926110933,
40.91164322567296,
43.56911810361474,
82.87120711495382,
23.025452265847875,
15.147772338588215,
128,
107.28185203617326,
44.479115745381215,
22.2521212544251,
48.92663179749573,
7.351251839305283,
106,
8.866421214857967,
13.289843085808084,
73.89810000058611,
97.21100218115403,
46.6578434137733,
10.993126798053092,
24.22509825028873,
7.641703248650829,
10.833043241793398,
21.864560981759286,
84.4387646421155,
8.472501709891198,
12.914745951861946,
31.11617432759416,
23.629308361856204,
21.579807149785882,
115.2648819579671,
106,
76.2763663772908,
11.582657508401294,
106,
50.056480310820675,
8.789975271942195,
8.954988840771733,
79.1759680950874,
8.546737206658992,
53.27184411100876,
7.458350174585803,
52.50785582706009,
56.76945106966112,
84,
12.355456675638289,
13.171973317206112,
20.47796938725186,
17.092088281535403,
7.016857538273893,
27.609647053571948,
67.2924412463048,
14.439566589247624,
106,
105.55731885880616,
128,
111.83007386685368,
25.53322643606733,
26.54500107942493,
11.183625376594481,
79.98973766307157,
22.308054737181894,
9.16236088744296,
9.891631117554205,
15.610054449581638,
20.624683706984918,
103.83908909284196,
17.87134676067319,
20.17000626569724,
79.53841021217005,
43.346646160147685,
20.339726982224914,
11.388277645061423,
39.63144689683138,
9.947681431105723,
53.36599474034355,
39.29613511336495,
45.05358212879078,
76.95528095180923,
49.019791702968504,
9.128314274052496,
106,
39.38835811658497,
52.65492623369093,
106,
17.946106278738526,
31.86727514242459,
106,
7.4622506181766814,
20.150348875634492,
11.968653307837554,
45.98832157231587,
39.13403115177899,
21.20496650904104,
18.694262502499598,
18.71514474168271,
30.173799149172552,
50.18138189789117,
35.75794480677658,
8.70641176101601,
106,
39.575150115399865,
14.87557492744492,
24.613558452385618,
45.782271660987014,
69.52416944355639,
106,
62,
128,
39.4044447978046,
75.97502663239189,
48.519875990526316,
45.71543523167957,
17.93175452624713,
128,
106,
22.815335200359282,
28.6189199175277,
114.94678469157935,
14.070389198887117,
24.819233489359856,
10.677181449493954,
91.40591815361418,
57.31600862429447,
79.69383723797384,
52.13391937197761,
36.22859336461595,
106,
10.164522785578775,
106,
20.383214380853147,
8.247431348346238,
26.543580002083324,
106,
28.13489971799648,
76.42633290841464,
10.370190247834985,
49.452641403209746,
15.0653732142294,
19.53388897827466,
40.73547117527241,
22.224414767765595,
82.56156582683516,
81.25391323410877,
97.08266999309227,
8.54527922769375,
39.108244304978626,
13.19389001178385,
27.15433911197635,
9.145270768885656,
73.15885323726955,
31.677440927424897,
11.497519961674586,
80.24416277165417,
106,
39.74296066901562,
39.85716848837502,
84.3336068040507,
61.678354236453075,
35.21407669968372,
11.400425399754699,
81.97851775657765,
8.662691260172906,
59.2583583325397,
51.59922578313423,
45.24030757100526,
26.04948219501295,
17.48769391558215,
9.671384263156222,
55.02163278467689,
10.609708403512073,
15.180854862422647,
17.010465207696704,
27.910192045567705,
14.013260737408094,
29.564975164051383,
20.074165494005044,
8.920020489261516,
84,
64.6654458370845,
84,
22.23614147137804,
55.765876347612064,
52.96468366300837,
12.116663964433197,
7.849108001657634,
15.284121968414391,
40.47125970957959,
58.29742676955645,
11.542887122334063,
89.2483767788091,
25.13027370726565,
53.79893322621993,
77.896559780871,
24.157509329791115,
32.50473439161803,
74.05206978151017,
83.10843460338236,
12.184447248105608,
9.060944299046952,
11.548904472486058,
11.542218714092417,
128,
25.16073031238014,
128,
13.40357328611071,
94.43358876393046,
13.08424860972821,
24.532098079697334,
92.15163641887989,
20.20800045598179,
8.176937640443796,
28.378874580050926,
128,
8.430861371046632,
20.498829240517544,
18.850543326817473,
75.38260150957461,
43.58198688130891,
106,
7.993937601545689,
12.667173806005142,
9.30728645550002,
57.68269526356474,
39.45093331684686,
9.841060672879975,
14.309235392879394,
85.27662082757226,
19.62095899003053,
28.85626436216299,
12.379083381439699,
7.114527946862218,
7.060485433142666,
62,
49.74246831574063,
39.25622563790291,
20.294178752475446,
20.610444776081735,
15.968454886862991,
30.149520674283504,
14.685778447101464,
41.26176746007525,
19.507490983789047,
19.6583519669339,
8.089799910581968,
19.18146817833745,
97.01536282292713,
106,
39.87931352822586,
9.473994599439756,
46.82309850659553,
27.0292660400449,
89.65667470090393,
40.856157493633546,
12.77172039658827,
40.63852905009763,
19.0983793025274,
23.397954723943766,
81.1904684711312,
9.169488959920237,
106,
11.729484647735072,
39.72466338329831,
18.046267394874675,
17.46073820035845,
22.650255747994475,
7.089136388157668,
19.92324732460961,
18.643181597826512,
78.5254758238832,
7.923528831524724,
29.59347176720044,
106,
19.551446600533108,
15.548672284334542,
13.594441878265041,
9.735378909918627,
87.10509185327743,
44.35602889441671,
81.53688817108713,
50.85964084899813,
27.056729205357563,
66.97504474237621,
9.548937704735472,
50.58053588491443,
11.411395348807908,
49.42880509195345,
7.018966396630514,
81.12229463819934,
85.54776029305367,
12.90111494860501,
17.54483737944994,
17.246128798023044,
42.60402032055741,
59.744709588790236,
90.98464550524487,
63.18777785027744,
74.25099994834335,
62,
19.73656859657897,
7.167607958219663,
10.034726436358408,
13.26636152626721,
11.640472098502835,
83.8311451321848,
21.213043993359342,
7.838303649720857,
40.63336405177394,
19.52489791713782,
18.20043019714048,
84,
11.37943864311716,
56.73024581783679,
20.4453508782673,
7.062233852474995,
20.060564676500114,
57.39418082611178,
16.58950023963284,
18.248650395966337,
77.27856002309386,
21.30346309566332,
64.24820587019329,
19.391468414769847,
19.6808632153237,
62,
21.05958626054267,
62,
44.470591324605074,
59.86738892045207,
49.28966188757932,
11.794563830149624,
57.00209947816501,
40.009363623052046,
62,
19.446893949606213,
20.432060152472733,
68.3129968020468,
40.10202558788062,
20.397186066485144,
62,
12.06502931479178,
128,
9.046060609895516,
8.70419556784913,
39.18674834833736,
